REF_DATE,GEO,Custodial admissions,Age group,VALUE
2021/2022,All Provinces and territories,Sentenced,35 to 39 years,6487
2021/2022,All Provinces and territories,Sentenced,40 to 44 years,4645
2021/2022,All Provinces and territories,Sentenced,45 to 49 years,2997
2021/2022,All Provinces and territories,Sentenced,50 years and over,4743
2021/2022,All Provinces and territories,Sentenced,Age unknown,5
2021/2022,All Provinces and territories,Remand,"Total, custodial admissions by age group",92673
2021/2022,All Provinces and territories,Remand,18 to 19 years,2591
2021/2022,All Provinces and territories,Remand,20 to 24 years,11541
2021/2022,All Provinces and territories,Remand,25 to 29 years,17249
2021/2022,All Provinces and territories,Remand,30 to 34 years,18701
2021/2022,All Provinces and territories,Remand,35 to 39 years,15877
2021/2022,All Provinces and territories,Remand,40 to 44 years,10947
2021/2022,All Provinces and territories,Remand,45 to 49 years,6585
2021/2022,All Provinces and territories,Remand,50 years and over,9158
2021/2022,All Provinces and territories,Remand,Age unknown,24
2021/2022,All Provinces and territories,Other custodial statuses,"Total, custodial admissions by age group",19316
2021/2022,All Provinces and territories,Other custodial statuses,18 to 19 years,385
2021/2022,All Provinces and territories,Other custodial statuses,20 to 24 years,2289
2021/2022,All Provinces and territories,Other custodial statuses,25 to 29 years,3793
2021/2022,All Provinces and territories,Other custodial statuses,30 to 34 years,4029
2021/2022,All Provinces and territories,Other custodial statuses,35 to 39 years,3303
2021/2022,All Provinces and territories,Other custodial statuses,40 to 44 years,2237
2021/2022,All Provinces and territories,Other custodial statuses,45 to 49 years,1246
2021/2022,All Provinces and territories,Other custodial statuses,50 years and over,2016
2021/2022,All Provinces and territories,Other custodial statuses,Age unknown,18
2021/2022,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admissions by age group",1489
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",18 to 19 years,21
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",20 to 24 years,171
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",25 to 29 years,216
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",30 to 34 years,329
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",35 to 39 years,317
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",40 to 44 years,173
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",45 to 49 years,94
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",50 years and over,168
2021/2022,Newfoundland and Labrador,"Total, custodial admissions",Age unknown,0
2021/2022,Newfoundland and Labrador,Sentenced,"Total, custodial admissions by age group",446
2021/2022,Newfoundland and Labrador,Sentenced,18 to 19 years,4
2021/2022,Newfoundland and Labrador,Sentenced,20 to 24 years,39
2021/2022,Newfoundland and Labrador,Sentenced,25 to 29 years,62
2021/2022,Newfoundland and Labrador,Sentenced,30 to 34 years,78
2021/2022,Newfoundland and Labrador,Sentenced,35 to 39 years,96
2021/2022,Newfoundland and Labrador,Sentenced,40 to 44 years,62
2021/2022,Newfoundland and Labrador,Sentenced,45 to 49 years,31
2021/2022,Newfoundland and Labrador,Sentenced,50 years and over,74
2021/2022,Newfoundland and Labrador,Sentenced,Age unknown,0
2021/2022,Newfoundland and Labrador,Sentenced,Median age on admission,36
2021/2022,Newfoundland and Labrador,Remand,"Total, custodial admissions by age group",935
2021/2022,Newfoundland and Labrador,Remand,18 to 19 years,17
2021/2022,Newfoundland and Labrador,Remand,20 to 24 years,122
2021/2022,Newfoundland and Labrador,Remand,25 to 29 years,140
2021/2022,Newfoundland and Labrador,Remand,30 to 34 years,221
2021/2022,Newfoundland and Labrador,Remand,35 to 39 years,199
2021/2022,Newfoundland and Labrador,Remand,40 to 44 years,95
2021/2022,Newfoundland and Labrador,Remand,45 to 49 years,56
2021/2022,Newfoundland and Labrador,Remand,50 years and over,85
2021/2022,Newfoundland and Labrador,Remand,Age unknown,0
2021/2022,Newfoundland and Labrador,Remand,Median age on admission,34
2021/2022,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admissions by age group",108
2021/2022,Newfoundland and Labrador,Other custodial statuses,18 to 19 years,0
2021/2022,Newfoundland and Labrador,Other custodial statuses,20 to 24 years,10
2021/2022,Newfoundland and Labrador,Other custodial statuses,25 to 29 years,14
2021/2022,Newfoundland and Labrador,Other custodial statuses,30 to 34 years,30
2021/2022,Newfoundland and Labrador,Other custodial statuses,35 to 39 years,22
2021/2022,Newfoundland and Labrador,Other custodial statuses,40 to 44 years,16
2021/2022,Newfoundland and Labrador,Other custodial statuses,45 to 49 years,7
2021/2022,Newfoundland and Labrador,Other custodial statuses,50 years and over,9
2021/2022,Newfoundland and Labrador,Other custodial statuses,Age unknown,0
2021/2022,Prince Edward Island,"Total, custodial admissions","Total, custodial admissions by age group",595
2021/2022,Prince Edward Island,"Total, custodial admissions",18 to 19 years,16
2021/2022,Prince Edward Island,"Total, custodial admissions",20 to 24 years,70
2021/2022,Prince Edward Island,"Total, custodial admissions",25 to 29 years,98
2021/2022,Prince Edward Island,"Total, custodial admissions",30 to 34 years,108
2021/2022,Prince Edward Island,"Total, custodial admissions",35 to 39 years,87
2021/2022,Prince Edward Island,"Total, custodial admissions",40 to 44 years,66
2021/2022,Prince Edward Island,"Total, custodial admissions",45 to 49 years,61
2021/2022,Prince Edward Island,"Total, custodial admissions",50 years and over,89
2021/2022,Prince Edward Island,"Total, custodial admissions",Age unknown,0
2021/2022,Prince Edward Island,Sentenced,"Total, custodial admissions by age group",336
2021/2022,Prince Edward Island,Sentenced,18 to 19 years,9
2021/2022,Prince Edward Island,Sentenced,20 to 24 years,48
2021/2022,Prince Edward Island,Sentenced,25 to 29 years,44
2021/2022,Prince Edward Island,Sentenced,30 to 34 years,56
2021/2022,Prince Edward Island,Sentenced,35 to 39 years,44
2021/2022,Prince Edward Island,Sentenced,40 to 44 years,32
2021/2022,Prince Edward Island,Sentenced,45 to 49 years,37
2021/2022,Prince Edward Island,Sentenced,50 years and over,66
2021/2022,Prince Edward Island,Sentenced,Age unknown,0
2021/2022,Prince Edward Island,Remand,"Total, custodial admissions by age group",255
2021/2022,Prince Edward Island,Remand,18 to 19 years,7
2021/2022,Prince Edward Island,Remand,20 to 24 years,22
2021/2022,Prince Edward Island,Remand,25 to 29 years,51
2021/2022,Prince Edward Island,Remand,30 to 34 years,52
2021/2022,Prince Edward Island,Remand,35 to 39 years,43
2021/2022,Prince Edward Island,Remand,40 to 44 years,33
2021/2022,Prince Edward Island,Remand,45 to 49 years,24
2021/2022,Prince Edward Island,Remand,50 years and over,23
2021/2022,Prince Edward Island,Remand,Age unknown,0
2021/2022,Prince Edward Island,Other custodial statuses,"Total, custodial admissions by age group",4
2021/2022,Prince Edward Island,Other custodial statuses,18 to 19 years,0
2021/2022,Prince Edward Island,Other custodial statuses,20 to 24 years,0
2021/2022,Prince Edward Island,Other custodial statuses,25 to 29 years,3
2021/2022,Prince Edward Island,Other custodial statuses,30 to 34 years,0
2021/2022,Prince Edward Island,Other custodial statuses,35 to 39 years,0
2021/2022,Prince Edward Island,Other custodial statuses,40 to 44 years,1
2021/2022,Prince Edward Island,Other custodial statuses,45 to 49 years,0
2021/2022,Prince Edward Island,Other custodial statuses,50 years and over,0
2021/2022,Prince Edward Island,Other custodial statuses,Age unknown,0
2021/2022,Nova Scotia,"Total, custodial admissions","Total, custodial admissions by age group",3213
2021/2022,Nova Scotia,"Total, custodial admissions",18 to 19 years,50
2021/2022,Nova Scotia,"Total, custodial admissions",20 to 24 years,382
2021/2022,Nova Scotia,"Total, custodial admissions",25 to 29 years,566
2021/2022,Nova Scotia,"Total, custodial admissions",30 to 34 years,693
2021/2022,Nova Scotia,"Total, custodial admissions",35 to 39 years,526
2021/2022,Nova Scotia,"Total, custodial admissions",40 to 44 years,336
2021/2022,Nova Scotia,"Total, custodial admissions",45 to 49 years,227
2021/2022,Nova Scotia,"Total, custodial admissions",50 years and over,418
2021/2022,Nova Scotia,"Total, custodial admissions",Age unknown,15
2021/2022,Nova Scotia,Sentenced,"Total, custodial admissions by age group",558
2021/2022,Nova Scotia,Sentenced,18 to 19 years,4
2021/2022,Nova Scotia,Sentenced,20 to 24 years,48
2021/2022,Nova Scotia,Sentenced,25 to 29 years,85
2021/2022,Nova Scotia,Sentenced,30 to 34 years,102
2021/2022,Nova Scotia,Sentenced,35 to 39 years,101
2021/2022,Nova Scotia,Sentenced,40 to 44 years,61
2021/2022,Nova Scotia,Sentenced,45 to 49 years,54
2021/2022,Nova Scotia,Sentenced,50 years and over,102
2021/2022,Nova Scotia,Sentenced,Age unknown,1
2021/2022,Nova Scotia,Sentenced,Median age on admission,36
2021/2022,Nova Scotia,Remand,"Total, custodial admissions by age group",2507
2021/2022,Nova Scotia,Remand,18 to 19 years,46
2021/2022,Nova Scotia,Remand,20 to 24 years,316
2021/2022,Nova Scotia,Remand,25 to 29 years,444
2021/2022,Nova Scotia,Remand,30 to 34 years,564
2021/2022,Nova Scotia,Remand,35 to 39 years,405
2021/2022,Nova Scotia,Remand,40 to 44 years,267
2021/2022,Nova Scotia,Remand,45 to 49 years,163
2021/2022,Nova Scotia,Remand,50 years and over,288
2021/2022,Nova Scotia,Remand,Age unknown,14
2021/2022,Nova Scotia,Remand,Median age on admission,33
2021/2022,Nova Scotia,Other custodial statuses,"Total, custodial admissions by age group",148
2021/2022,Nova Scotia,Other custodial statuses,18 to 19 years,0
2021/2022,Nova Scotia,Other custodial statuses,20 to 24 years,18
2021/2022,Nova Scotia,Other custodial statuses,25 to 29 years,37
2021/2022,Nova Scotia,Other custodial statuses,30 to 34 years,27
2021/2022,Nova Scotia,Other custodial statuses,35 to 39 years,20
2021/2022,Nova Scotia,Other custodial statuses,40 to 44 years,8
2021/2022,Nova Scotia,Other custodial statuses,45 to 49 years,10
2021/2022,Nova Scotia,Other custodial statuses,50 years and over,28
2021/2022,Nova Scotia,Other custodial statuses,Age unknown,0
2021/2022,Nova Scotia,Other custodial statuses,Median age on admission,0
2021/2022,New Brunswick,"Total, custodial admissions","Total, custodial admissions by age group",4039
2021/2022,New Brunswick,"Total, custodial admissions",18 to 19 years,80
2021/2022,New Brunswick,"Total, custodial admissions",20 to 24 years,412
2021/2022,New Brunswick,"Total, custodial admissions",25 to 29 years,702
2021/2022,New Brunswick,"Total, custodial admissions",30 to 34 years,803
2021/2022,New Brunswick,"Total, custodial admissions",35 to 39 years,700
2021/2022,New Brunswick,"Total, custodial admissions",40 to 44 years,497
2021/2022,New Brunswick,"Total, custodial admissions",45 to 49 years,383
2021/2022,New Brunswick,"Total, custodial admissions",50 years and over,462
2021/2022,New Brunswick,"Total, custodial admissions",Age unknown,0
2021/2022,New Brunswick,Sentenced,"Total, custodial admissions by age group",1387
2021/2022,New Brunswick,Sentenced,18 to 19 years,15
2021/2022,New Brunswick,Sentenced,20 to 24 years,105
2021/2022,New Brunswick,Sentenced,25 to 29 years,229
2021/2022,New Brunswick,Sentenced,30 to 34 years,256
2021/2022,New Brunswick,Sentenced,35 to 39 years,238
2021/2022,New Brunswick,Sentenced,40 to 44 years,195
2021/2022,New Brunswick,Sentenced,45 to 49 years,154
2021/2022,New Brunswick,Sentenced,50 years and over,195
2021/2022,New Brunswick,Sentenced,Age unknown,0
2021/2022,New Brunswick,Sentenced,Median age on admission,36
2021/2022,New Brunswick,Remand,"Total, custodial admissions by age group",2218
2021/2022,New Brunswick,Remand,18 to 19 years,47
2021/2022,New Brunswick,Remand,20 to 24 years,253
2021/2022,New Brunswick,Remand,25 to 29 years,395
2021/2022,New Brunswick,Remand,30 to 34 years,457
2021/2022,New Brunswick,Remand,35 to 39 years,401
2021/2022,New Brunswick,Remand,40 to 44 years,256
2021/2022,New Brunswick,Remand,45 to 49 years,194
2021/2022,New Brunswick,Remand,50 years and over,215
2021/2022,New Brunswick,Remand,Age unknown,0
2021/2022,New Brunswick,Remand,Median age on admission,34
2021/2022,New Brunswick,Other custodial statuses,"Total, custodial admissions by age group",434
2021/2022,New Brunswick,Other custodial statuses,18 to 19 years,18
2021/2022,New Brunswick,Other custodial statuses,20 to 24 years,54
2021/2022,New Brunswick,Other custodial statuses,25 to 29 years,78
2021/2022,New Brunswick,Other custodial statuses,30 to 34 years,90
2021/2022,New Brunswick,Other custodial statuses,35 to 39 years,61
2021/2022,New Brunswick,Other custodial statuses,40 to 44 years,46
2021/2022,New Brunswick,Other custodial statuses,45 to 49 years,35
2021/2022,New Brunswick,Other custodial statuses,50 years and over,52
2021/2022,New Brunswick,Other custodial statuses,Age unknown,0
2021/2022,Quebec,"Total, custodial admissions","Total, custodial admissions by age group",25182
2021/2022,Quebec,"Total, custodial admissions",18 to 19 years,516
2021/2022,Quebec,"Total, custodial admissions",20 to 24 years,2696
2021/2022,Quebec,"Total, custodial admissions",25 to 29 years,4006
2021/2022,Quebec,"Total, custodial admissions",30 to 34 years,4217
2021/2022,Quebec,"Total, custodial admissions",35 to 39 years,3784
2021/2022,Quebec,"Total, custodial admissions",40 to 44 years,3318
2021/2022,Quebec,"Total, custodial admissions",45 to 49 years,2304
2021/2022,Quebec,"Total, custodial admissions",50 years and over,4341
2021/2022,Quebec,"Total, custodial admissions",Age unknown,0
2021/2022,Quebec,Sentenced,"Total, custodial admissions by age group",5859
2021/2022,Quebec,Sentenced,18 to 19 years,26
2021/2022,Quebec,Sentenced,20 to 24 years,589
2021/2022,Quebec,Sentenced,25 to 29 years,916
2021/2022,Quebec,Sentenced,30 to 34 years,988
2021/2022,Quebec,Sentenced,35 to 39 years,776
2021/2022,Quebec,Sentenced,40 to 44 years,733
2021/2022,Quebec,Sentenced,45 to 49 years,540
2021/2022,Quebec,Sentenced,50 years and over,1291
2021/2022,Quebec,Sentenced,Age unknown,0
2021/2022,Quebec,Sentenced,Median age on admission,37
2021/2022,Quebec,Remand,"Total, custodial admissions by age group",19322
2021/2022,Quebec,Remand,18 to 19 years,490
2021/2022,Quebec,Remand,20 to 24 years,2107
2021/2022,Quebec,Remand,25 to 29 years,3090
2021/2022,Quebec,Remand,30 to 34 years,3229
2021/2022,Quebec,Remand,35 to 39 years,3008
2021/2022,Quebec,Remand,40 to 44 years,2585
2021/2022,Quebec,Remand,45 to 49 years,1764
2021/2022,Quebec,Remand,50 years and over,3049
2021/2022,Quebec,Remand,Age unknown,0
2021/2022,Quebec,Remand,Median age on admission,36
2021/2022,Quebec,Other custodial statuses,"Total, custodial admissions by age group",1
2021/2022,Quebec,Other custodial statuses,18 to 19 years,0
2021/2022,Quebec,Other custodial statuses,20 to 24 years,0
2021/2022,Quebec,Other custodial statuses,25 to 29 years,0
2021/2022,Quebec,Other custodial statuses,30 to 34 years,0
2021/2022,Quebec,Other custodial statuses,35 to 39 years,0
2021/2022,Quebec,Other custodial statuses,40 to 44 years,0
2021/2022,Quebec,Other custodial statuses,45 to 49 years,0
2021/2022,Quebec,Other custodial statuses,50 years and over,1
2021/2022,Quebec,Other custodial statuses,Age unknown,0
2021/2022,Quebec,Other custodial statuses,Median age on admission,0
2021/2022,Ontario,"Total, custodial admissions","Total, custodial admissions by age group",55672
2021/2022,Ontario,"Total, custodial admissions",18 to 19 years,1312
2021/2022,Ontario,"Total, custodial admissions",20 to 24 years,6674
2021/2022,Ontario,"Total, custodial admissions",25 to 29 years,10463
2021/2022,Ontario,"Total, custodial admissions",30 to 34 years,11624
2021/2022,Ontario,"Total, custodial admissions",35 to 39 years,9563
2021/2022,Ontario,"Total, custodial admissions",40 to 44 years,6470
2021/2022,Ontario,"Total, custodial admissions",45 to 49 years,3781
2021/2022,Ontario,"Total, custodial admissions",50 years and over,5781
2021/2022,Ontario,"Total, custodial admissions",Age unknown,4
2021/2022,Ontario,Sentenced,"Total, custodial admissions by age group",9955
2021/2022,Ontario,Sentenced,18 to 19 years,89
2021/2022,Ontario,Sentenced,20 to 24 years,1014
2021/2022,Ontario,Sentenced,25 to 29 years,1794
